nace_r2_code,year,nace_r2_name.x,valI_CT,valI_Cult,valI_GFCF,valI_IT,valI_OCon,valI_OIPP,valI_OMach,valI_RD,valI_Rstruc,valI_Soft_DB,valI_TraEq,valIp_CT,valIp_Cult,valIp_GFCF,valIp_IT,valIp_OCon,valIp_OIPP,valIp_OMach,valIp_RD,valIp_Rstruc,valIp_Soft_DB,valIp_TraEq,valIpyp_CT,valIpyp_Cult,valIpyp_GFCF,valIpyp_IT,valIpyp_OCon,valIpyp_OIPP,valIpyp_OMach,valIpyp_RD,valIpyp_Rstruc,valIpyp_Soft_DB,valIpyp_TraEq,valIq_CT,valIq_Cult,valIq_GFCF,valIq_IT,valIq_OCon,valIq_OIPP,valIq_OMach,valIq_RD,valIq_Rstruc,valIq_Soft_DB,valIq_TraEq,valK_CT,valK_Cult,valK_GFCF,valK_IT,valK_OCon,valK_OIPP,valK_OMach,valK_RD,valK_Rstruc,valK_Soft_DB,valK_TraEq,valKpyp_CT,valKpyp_Cult,valKpyp_GFCF,valKpyp_IT,valKpyp_OCon,valKpyp_OIPP,valKpyp_OMach,valKpyp_RD,valKpyp_Rstruc,valKpyp_Soft_DB,valKpyp_TraEq,valKq_CT,valKq_Cult,valKq_GFCF,valKq_IT,valKq_OCon,valKq_OIPP,valKq_OMach,valKq_RD,valKq_Rstruc,valKq_Soft_DB,valKq_TraEq,valShare_E111,valShare_E112,valShare_E121,valShare_E122,valShare_E131,valShare_E132,valShare_E211,valShare_E212,valShare_E221,valShare_E222,valShare_E231,valShare_E232,valShare_E311,valShare_E312,valShare_E321,valShare_E322,valShare_E331,valShare_E332,valShare_W111,valShare_W112,valShare_W121,valShare_W122,valShare_W131,valShare_W132,valShare_W211,valShare_W212,valShare_W221,valShare_W222,valShare_W231,valShare_W232,valShare_W311,valShare_W312,valShare_W321,valShare_W322,valShare_W331,valShare_W332,nace_r2_name.y,valCOMP,valEMP,valEMPE,valGO_CP,valGO_PI,valGO_PYP,valGO_Q,valH_EMP,valH_EMPE,valII_CP,valII_PI,valII_PYP,valII_Q,valVA_CP,valVA_PI,valVA_PYP,valVA_Q,nace_r2_name,valueCAP,valueCAPEconComp_QI,valueCAPICT_QI,valueCAPInnovprop_QI,valueCAPIntang_QI,valueCAPNICT_QI,valueCAPTang_QI,valueCAP_QI,valueLAB,valueLAB_QI,valueLP1ConEconComp,valueLP1ConInnovprop,valueLP1ConIntang,valueLP1ConIntangNA,valueLP1ConIntangnonNA,valueLP1ConLC,valueLP1ConTFP,valueLP1ConTangICT,valueLP1ConTangNICT,valueLP1Con_Soft_DB,valueLP1TFP_I,valueLP1_G,valueLP2ConEconComp,valueLP2ConIntang,valueLP2ConIntangNA,valueLP2ConIntangnonNA,valueLP2ConLC,valueLP2ConTFP,valueLP2ConTangICT,valueLP2ConTangNICT,valueLP2Con_Soft_DB,valueLP2TFP_I,valueLP2_G,valueVAConEconComp,valueVAConH,valueVAConInnovprop,valueVAConIntang,valueVAConIntangNA,valueVAConIntangnonNA,valueVAConLC,valueVAConTFP,valueVAConTangICT,valueVAConTangNICT,valueVACon_Soft_DB,valueVATFP_I,valueVAadj_G
I,2015,Accommodation and food service activities,,0,64783,,37399,0,19724,181,0,2864,3490,,0,77.8819024900613,,70.4416637772786,0,,73.8729968496726,0,91.0617757482792,81.1622786276013,,0,63914,,36427,0,20117,177,0,2556,3484,,0,83181.0702213741,,53092.158808525,0,,245.015103919941,0,3145.11767035701,4300.02712961429,,0,1105000,,993000,0,,1000,0,2000,14000,,0,1082000,,968000,0,,1000,0,2000,14000,,0,1531131.00816454,,1405105.23809525,0,,,0,2000,18709.2391304348,1.59292926768077,2.31529709950804,3.23342630206422,3.12451970128586,1.26796153490409,0.709985510101229,10.7472696456947,12.6741430671549,19.8744439477865,21.1366147990821,4.20591368084353,6.82033268401066,1.25724001956199,1.93838649654647,1.73457781945857,4.00150241734844,0.265434761558971,3.10002124540897,1.69134798206915,2.93021428191267,5.51086983357543,5.8487122704424,1.90018414914484,0.889212546286375,11.1731594689344,11.2422385675945,17.8524769583593,19.0607234602118,5.02343555707877,7.04502057642391,1.2935765706127,1.62157180210252,0.913990494463702,3.6828776340563,0.180733964866557,2.13965388186475,Accommodation and food service activities,306217,163.12,150.66,1349993,77.5313138040203,1322109,1741222.91209,256481,231404,865446,84.6498642634669,845736,1022383.21057002,484547,66.3418483592123,476373,730379.107582877,Accommodation and food service activities,172652.8,100,100,100,100,100,100,100,339401.41,100,0.08648774,-0.00087255012,0.1226152,0.03713733,0.085608758,-0.3968479,,,-0.9942947,0.03713733,100,-0.053558871,0.05758819,0.088544033,0.03431306,0.05436185,-0.3968479,,,-1.4429072,0.03431306,100,-1.5450041,0.17007704,2.9177504,0.0059169703,0.22116296,0.045306254,0.17598757,-0.3968479,,,0.303276,0.045306254,100,4.2603097
I,2016,Accommodation and food service activities,,0,58825,,26417,0,22713,73,0,3205,3534,,0,78.6304456187738,,72.5678521235568,0,,78.1554894206681,0,91.8932592170135,82.3980157052407,,0,58265,,25643,0,23012,69,0,3176,3481,,0,74811.9885841712,,36403.1719652132,0,,93.4035479031819,0,3487.74222103836,4288.93823443764,,0,1139000,,1021000,0,,1000,0,3000,15000,,0,1110000,,991000,0,,1000,0,3000,14000,,0,1538059.20277162,,1402275.21747472,0,,,0,3000,18709.2391304348,1.11216224056609,2.033993146254,2.75473865128282,2.68433304809599,1.0668721454372,0.771315793385272,12.5978271669693,12.0567345573794,20.526559627556,18.9602574241372,5.3080843547839,7.52967494366587,1.79299594379551,1.96361659007923,1.56408428848074,4.18843510639566,0.283287646653222,2.80502732508261,1.7750121141601,2.66212471661693,5.83496484688685,6.24295314596886,2.04305111038132,0.902596859203587,11.8409314781526,11.2669613244377,16.9648079760064,18.1994102818143,5.37428543777361,7.27945871211411,1.31512812059163,1.6069960066853,1.05974905130978,3.33486029934193,0.195500749836641,2.1012077687183,Accommodation and food service activities,312985,193.56,179.12,1443245,79.6805569338264,1404316,1811288.79558233,307210,277521,939463,87.135097790817,912668,1078168.29706824,503782,67.9791823623826,491648,741082.758710519,Accommodation and food service activities,188538.77,110.5479,120.15455,108.76711,111.27357,99.804054,99.804054,100.62552,346467.91,118.57104,-0.17528398,-0.016888089,-0.19148013,0.00074822846,-0.19217198,-0.66404945,,,-5.8160219,0.00074822846,,-16.002039,-0.15479249,-0.16710676,0.0029882712,-0.17003866,-0.66404945,,,-5.5171356,0.0029882712,,-15.064486,0.21917249,11.825018,0.014716728,0.27770141,0.043868519,0.23388928,-0.66404945,,,-0.062526725,0.043868519,,2.0456564
I,2017,Accommodation and food service activities,,0,69986,,36894,0,,415,0,3900,5084,,0,81.6085889054974,,77.3322069335521,0,,82.9527573134969,0,90.7990146811129,83.5817062740311,,0,67432,,34621,0,,391,0,3947,5012,,0,85758.1302882759,,47708.453518857,0,,500.284756577317,0,4295.20079452056,6082.67075014189,,0,1219000,,1095000,0,,1000,0,3000,17000,,0,1152000,,1029000,0,,1000,0,3000,16000,,0,1555613.87321589,,1413262.68245003,0,,,0,3000,19956.5217391304,1.25013455402742,1.94585709043801,2.53226272575041,3.52078632169771,1.05200008907418,0.507165778665588,13.4873695945342,11.8446315891737,17.645775071316,21.1192571151688,4.65323347640697,8.71883476221539,1.55077086420915,2.85507505232567,1.23563912461733,3.88595156361149,0.19623086829012,1.99902435847793,1.85867624625104,2.39403515132119,6.15905986019827,6.63719402149532,2.1859180716178,0.915981172120799,12.5087034873709,11.2916840812809,16.0771389936536,17.3380971034168,5.72513531846844,7.51389684780432,1.33667967057056,1.59242021126808,1.20550760815587,2.98684296462757,0.210267534806726,2.06276165557185,Accommodation and food service activities,371164,177.6,166.1,1606068,83.3072785996649,1536149,1927884.36616445,274843,249816,1003235,89.6109240865821,975517,1119545.42398277,602833,73.0962457388487,560632,824711.302073905,Accommodation and food service activities,229966.38,123.85262,145.77046,117.33974,125.33674,100.55662,100.55662,102.28857,408347.84,106.5638,0.53274345,0.035355587,0.65376925,0.085695572,0.56809837,0.29371038,,,3.8975458,0.085695572,,21.935648,0.47288522,0.58202499,0.078583628,0.50346595,0.29371038,,,3.0685456,0.078583628,,19.407866,0.26910898,-7.165987,0.01432848,0.33778447,0.054372329,0.28343683,0.29371038,,,0.24636528,0.054372329,,10.802495
I,2018,Accommodation and food service activities,,0,86081,,50487,0,,41,0,4220,4226,,0,87.1009006679742,,85.0937433297207,0,,87.2067448680352,0,89.2966306115815,90.1061966107284,,0,80653,,45882,0,,39,0,4291,3920,,0,98829.0584136873,,59331.0366008619,0,,47.0147120638924,0,4725.82220750967,4690.02150679705,,0,1347000,,1213000,0,,1000,0,2000,18000,,0,1231000,,1103000,0,,1000,0,2000,16000,,0,1570927.54547068,,1423587.88926245,0,,,0,2000,18782.6086956522,1.42105402963844,1.90056681748712,3.24933050506494,3.99303015013228,1.08891017052482,0.630037193414993,14.4415674444885,12.7102117119576,14.8735114191062,18.1715369162023,6.08417824739132,9.17104249922687,1.71515127090706,2.01991592803233,1.78666226459514,3.5839729033764,0.286230311099685,2.873090217354,1.94234037834198,2.12594558602544,6.48315487350968,7.03143489702178,2.32878503285428,0.929365485038011,13.1764754965891,11.3164068381241,15.1894700113007,16.4767839250193,6.07598519916327,7.74833498349453,1.35823122054949,1.57784441585086,1.35126616500195,2.63882562991321,0.22503431977681,2.0243155424254,Accommodation and food service activities,399488,179.17,165.9,1801281,87.2144679383761,1720584,2065346.54464985,276038,250896,1100473,91.8968356715767,1073099,1197509.1328856,700808,79.1160162532739,647485,885797.886683911,Accommodation and food service activities,299210.19,135.30246,167.61429,123.60973,137.33838,101.96146,101.96146,104.36133,439520.22,109.17683,0.21243471,0.0095610227,0.26564384,0.043672506,0.22199561,1.22769,,,0.33579445,0.043672506,,6.6459193,0.20115951,0.25203389,0.042231947,0.20982623,1.22769,,,0.17863695,0.042231947,,6.199646,0.22339605,0.26783705,0.010430321,0.27887493,0.045072973,0.23382625,1.22769,,,0.48857746,0.045072973,,7.0797706
I,2019,Accommodation and food service activities,,0,141540,,89710,0,,132,0,5420,7380,,0,93.2786153817553,,93.251566222536,0,,94.3548387096774,0,95.536466228735,91.3062928720549,,0,132166,,81862,0,,122,0,5066,7283,,0,151738.959053721,,96202.1375447096,0,,139.897435897436,0,5673.2263751763,8082.68495835375,,0,1543000,,1387000,0,,1000,0,4000,21000,,0,1419000,,1266000,0,,1000,0,4000,21000,,0,1654896.94656489,,1485789.17378917,0,,,0,4000,21913.0434782609,0.834623122413037,2.11287255577752,2.20706812803118,3.96379965546109,1.15951041524073,0.808781551688377,11.4659233041345,13.9026960478927,18.4813320073967,17.3901541128535,6.29830493356204,10.3040762776682,1.37745382000728,1.38688799556921,1.64518541879021,3.1009554620041,0.224562282856048,3.33581290865362,1.13909612482635,2.38221445017123,4.4026914416498,7.03544572242208,2.49948509742939,1.20251399213257,10.5446582525097,12.4765165349907,19.0239602225374,15.8936178732034,6.33982123450941,8.77480144142809,1.09947884611999,1.08322904550774,1.25415680753988,2.30133612789595,0.177954305381233,2.36902247974505,Accommodation and food service activities,460592,182.44,171.6,2015462,92.7952240648232,1894251,2171945.83052257,282267,261499,1214157,96.6843203405219,1154036,1255795.14415961,801305,85.6454670654197,740215,935607.017459463,Accommodation and food service activities,348126.63,150.81915,199.545,132.08897,153.80707,106.17539,106.17539,109.29593,497171.78,110.79002,0.22729328,0.0090723773,0.29111525,0.054756638,0.23636599,-0.45237303,,,0.68443406,0.054756638,,3.6557827,0.23843637,0.30465239,0.056279369,0.24838035,-0.45237303,,,0.84360892,0.056279369,,4.0786448,0.28609672,1.3200693,0.013670201,0.36255217,0.062792234,0.29976726,-0.45237303,,,1.5244175,0.062792234,,5.8872724
I,2020,Accommodation and food service activities,,0,107582,,56665,0,,124,0,5937,6706,,0,100,,100,0,,100,0,100,100,,0,100351,,52841,0,,117,0,5672,6123,,0,107582,,56665,0,,124,0,5937,6706,,0,1686000,,1504000,0,,2000,0,4000,24000,,0,1572000,,1404000,0,,0,0,4000,23000,,0,1686000,,1504000,0,,2000,0,4000,24000,1.18760570882346,2.05497849682174,2.44611505919835,3.40713125313549,1.09308761940517,0.916364506099719,11.2324629247094,14.3022451775492,17.840571747257,17.7981028939111,7.62393317663892,10.171331713412,1.77613000703716,1.97372477737944,1.1396609782098,2.27124265838573,0.32858493788807,2.43672636413824,1.61883603219037,2.31175800093177,4.86863174492772,6.03387516074421,2.35103128382622,1.35942325867752,10.3068511797741,12.806370794891,18.3233114491458,16.2300771602219,7.65702288225134,8.64238453476946,1.41452985065909,1.53966437515219,0.867730771358316,1.68180484072749,0.260056694661384,1.7266399850902,Accommodation and food service activities,391445,169.2,158.55,1477742,100,1371274,1477742,231253,214211,957119,100,925384,957119,520623,100,445890,520623,Accommodation and food service activities,134135.88,146.12553,227.15793,129.16219,152.11226,107.34309,107.34309,110.30491,422587.22,90.966751,0.35366151,0.028407568,0.48652086,0.10367298,0.3820653,0.14808963,,,6.3198395,0.10367298,,-36.320896,0.092196286,0.16606569,0.064591967,0.10069118,0.14808963,,,2.5930383,0.064591967,,-48.721016,-0.066663191,-13.427846,-0.0035975308,-0.028634522,0.040847365,-0.070264444,0.14808963,,,0.32873082,0.040847365,,-56.255005
I,2021,Accommodation and food service activities,,0,167692,,96838,0,,114,0,7756,9756,,0,110.84802453712,,113.545013249537,0,,107.547169811321,0,99.7043321763723,110.700102121865,,0,151281,,85286,0,,106,0,7779,8813,,0,151281,,85286,0,,106,0,7779,8813,,0,1981000,,1761000,0,,1000,0,4000,31000,,0,1753000,,1549000,0,,1000,0,4000,27000,,0,1753000,,1549000,0,,1000,0,4000,27000,1.64585802053294,2.14589337109753,2.66384124286558,3.50331422228072,0.960238340775856,1.03237527823028,10.7660410492244,13.1757307994268,18.3759332251138,19.4679292429586,6.7503859160598,9.78212623717571,1.89346931556072,1.40160002299488,0.995891166748252,3.25137333030407,0.379046901968509,1.80895231668159,2.2321105269728,2.4017951716552,5.27510520421342,6.17275855569267,2.0548267793529,1.52376072271403,9.82878385492162,11.7378703467812,18.7774814189462,17.6627927113401,6.74531456231413,8.26954800471941,1.50033547597229,1.08781816253907,0.754421301153583,2.40149605564685,0.298473707082933,1.27530743798159,Accommodation and food service activities,430903,168.56,158.1,1957130,104.742872525634,1868509,1868509,256298,236954,1192875,107.38040862842,1110887,1110887,764255,100.875502559324,757622,757622,Accommodation and food service activities,336532.72,146.35422,270.18365,126.24538,155.96976,110.62907,110.62907,113.6364,466080.25,101.3306,-0.18799736,-0.017900867,-0.18240657,0.024441967,-0.20588876,0.33935806,,,-2.2287302,0.024441967,,25.371143,0.0099386517,0.067613475,0.061338931,0.0072343145,0.33935806,,,1.0409,0.061338931,,36.032955,0.0029031367,6.8883018,-0.0032536082,0.058726668,0.060027454,-0.00034101581,0.33935806,,,0.92468292,0.060027454,,35.653992
J,1995,Information and communication,,0,128779,,39242,16989,59694,718,0,9429,2707,,0,30.9031051436039,,15.8969971671795,12.5156550666899,,12.5134106682454,0,37.2100314199081,60.2659493058405,,0,0,,0,0,0,,0,0,0,,0,416718.641707932,,246851.651210066,135741.996,,5737.84413406992,0,25339.9409788063,4491.75700570548,,0,1269000,,591000,25000,,2000,0,14000,32000,,0,,,,0,,,0,,,,0,5116927.08831155,,3699402.45462533,90936.745,,13100.5188970471,0,39837.559309375,99481.3709796498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,76581,69.18,66.14,340026,46.636761662909,0,729094.362206603,127278,120146,171608,47.2029906546544,0,363553.235970821,168418,45.7163872842682,,368397.439090633,Information and communication,103814.02,33.384445,17.715313,14.822772,20.012962,56.608803,223.09277,34.814301,81126.93,96.671012878418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1996,Information and communication,,0,147442,,36997,15967,79324,689,0,11217,3248,,0,38.2634836125566,,20.2179857062269,18.225030837421,,15.0993694403172,0,43.9630211119769,57.7585728372292,,0,119080,,29090,10965,65571,571,0,9494,3389,,0,385333.44609432,,182990.533961083,87610.277,,4563.104457596,0,25514.6250559749,5623.40764401029,,0,1589000,,782000,42000,,3000,0,16000,36000,,0,1283000,,614000,34000,,3000,0,14000,30000,,0,5173378.60859237,,3843372.43170889,123673.973,,19650.7783455707,0,39837.559309375,93263.7852934217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,96863,67.62,64.19,463608,55.5087964617452,389509,835197.355286748,123861,115932,223432,55.211459394684,191023,404684.104440668,240176,55.3186573984382,198486,434168.165489101,Information and communication,157985.19,36.940445,19.275085,22.366604,24.713173,13.947011,11.169917,19.201372,103487.8,87.9710693359375,2.0649915,7.3151307,10.771913,8.443222,2.3286901,,,,-45.081062,,,18.426292,1.9941539,10.572652,8.3332453,2.2394073,,,,-45.147999,,,17.985722,1.6274319,-1.1354259,6.8612685,9.5410957,7.7638998,1.777195,,,,-45.494534,,,15.704921
J,1997,Information and communication,,0,191936,,46756,20166,105371,917,0,15016,3710,,0,44.5655787872111,,23.7104552328963,24.4837766994092,,18.1707634865759,0,52.0170770638599,52.3410613644652,,0,164794,,39869,15011,92367,762,0,12691,4094,,0,430682.165974874,,197195.707719394,82364.744,,5046.5683551352,0,28867.4428622071,7088.1252754243,,0,1911000,,987000,59000,,3000,0,26000,39000,,0,1613000,,807000,51000,,3000,0,18000,35000,,0,5251516.48562586,,3966242.39435943,150175.539,,19650.7783455707,0,44817.2542230469,90673.1245908267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,135944,64.36,61.2,646532,64.6211814506999,555363,1000495.48071671,117139,109293,313868,62.9680068940996,275205,498456.304211545,332664,65.6862407812522,280158,506443.961541101,Information and communication,216941.95,42.499535,21.68144,28.36833,29.39123,23.895708,22.916576,26.951504,145703.23,84.1893920898438,2.8315523,4.841886,9.5838938,6.2881494,3.2841022,,,,14.171815,1.8866,,21.173964,2.7392707,9.3167667,6.1367264,3.1683981,,,,14.054932,1.8171234,,20.53524,2.0253828,-2.2251596,3.9213817,7.2502747,4.9653211,2.2733114,,,,13.150723,1.2796545,,15.594092
J,1998,Information and communication,,0,221494,,43968,27939,123423,950,0,23069,5150,,0,51.8631431418107,,25.8000172168185,34.0714368239172,,22.1027212704828,0,61.641852919617,44.761950519262,,0,190328,,40407,20077,106106,781,0,19467,6022,,0,427074.000112881,,170418.490927743,82001.238,,4298.11328828854,0,37424.2481485473,11505.3073877642,,0,2185000,,1132000,82000,,5000,0,34000,43000,,0,1932000,,1012000,70000,,3000,0,29000,37000,,0,5309225.45799538,,4066704.46108586,178174.368,,19650.7783455707,0,49988.4758641677,86023.2207656561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,156302,70.68,66.15,770926,71.6571790461305,695229,1075853.12492375,129110,118308,349997,69.6212715492472,316550,502715.61005953,420929,73.0149906538564,378679,576496.684078899,Information and communication,283708.88,45.476723,27.093689,33.689075,34.213173,32.373943,33.226284,34.035675,170573.02,84.3520202636719,-0.35104758,1.3073208,2.0980027,2.6070781,-0.51050943,,,,6.2292671,1.1337296,,2.1880493,-0.30795342,2.2375791,2.6930122,-0.45686731,,,,6.3118124,1.16654,,2.5513656,0.80310118,3.7814927,3.0125809,5.8361368,4.908567,0.92613596,,,,8.4399891,2.0124552,,11.918398
J,1999,Information and communication,,0,261058,,44586,43056,136850,1371,0,28980,6212,,0,56.4186383905042,,27.8912680364928,42.2663301236963,,25.3580174576,0,71.0121202739108,48.4427241508111,,0,239979,,41243,34708,131934,1195,0,25156,5740,,0,462715.881572815,,159856.482472091,101868.319,,5406.57408368926,0,40809.9348226995,12823.3911467508,,0,2489000,,1354000,107000,,5000,0,51000,45000,,0,2212000,,1151000,95000,,5000,0,45000,42000,,0,5374831.44763651,,4134961.86811822,206421.524,,19650.7783455707,0,66161.2180555161,84022.6807478501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,181669,71.83,67.75,950594,80.0826780465345,850582,1187015.74820916,131002,121656,426016,76.1637806392672,389421,559341.981745536,524578,83.055717563321,461161,631597.697774468,Information and communication,368828.97,48.819725,33.295212,40.605576,40.163898,40.761711,42.56926,41.329891,195625.38,85.0777130126953,0.58597076,3.4612548,5.7119446,5.027113,0.68645298,,,,5.7665792,1.6627256,,7.5629516,0.56942928,5.6495905,4.9853058,0.66590631,,,,5.7272263,1.6489098,,7.403779,0.73715377,0.52521521,3.7536964,6.2818398,5.4092193,0.87424254,,,,6.1262522,1.7889963,,9.0177355
J,2000,Information and communication,,0,344157,,56105,50916,192282,2191,0,36356,6266,,0,62.6846034206413,,31.7237941327757,50.5504198690115,,29.058272097072,0,83.1497518334987,51.9497021271577,,0,309755,,49327,42572,179013,1912,0,31049,5843,,0,549029.556254117,,176854.633986023,100723.199,,7540.02162510129,0,43723.5219568667,12061.6668497207,,0,2870000,,1570000,126000,,8000,0,72000,50000,,0,2608000,,1403000,116000,,7000,0,62000,47000,,0,5631804.10423303,,4284602.29022885,223784.082,,27511.0896837989,0,80431.2846949411,87757.0221144212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,239851,80.38,76.32,1139275,84.0972606704147,1084889,1354711.18906587,147318,137857,563764,82.2133675965303,522280,685732.76643614,575511,84.9603882458056,562609,677387.441233135,Information and communication,371511.25,55.36903,39.806068,46.999817,46.581512,49.003433,52.397591,49.063385,256311.75,86.5680541992188,0.077740327,0.59666049,1.1690964,1.1586382,0.009714148,,,,2.2015522,0.49434519,,-3.9319873,0.12269086,1.3554341,1.2895906,0.065099649,,,,2.3213861,0.53405237,,-3.4402125,1.1506572,4.4301267,3.0236471,5.6167626,4.284318,1.3317016,,,,5.061851,1.4421082,,7.8061051
J,2001,Information and communication,,0,338287,,47897,54005,179964,2894,0,45310,8217,,0,67.814703217689,,36.5214413550669,53.6309338896875,,33.8000962415298,0,88.6369898970903,55.6763665552177,,0,312696,,41605,50903,167528,2488,0,42505,7667,,0,498840.19828868,,131147.616914509,100697.482,,8562.10579792424,0,51118.6131801249,14758.5061820632,,0,3116000,,1748000,140000,,12000,0,95000,51000,,0,2938000,,1596000,132000,,9000,0,90000,50000,,0,5765240.5777828,,4355557.48739187,234440.467,,30949.9758942738,0,100539.105868676,87757.0221144212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,324012,89.04,84.25,1279936,86.6080730537949,1242830,1477848.3747179,162656,152174,633216,83.0335854638559,626961,762602.260835329,646720,89.2163467983084,615869,724889.578209295,Information and communication,366780.19,63.875744,46.979305,52.837021,53.247532,55.423824,59.440781,55.915928,346330.5,87.5468826293945,0.34921333,0.32950142,1.1616669,0.8159892,0.34567487,,,,0.5910756,0.48208246,,-2.3703754,0.32313651,1.0519967,0.73801845,0.3139753,,,,0.51955301,0.45838267,,-2.698005,1.1375276,4.4268546,2.1401167,4.4770527,3.1730819,1.303968,,,,2.7532384,1.1985388,,7.5340271
J,2002,Information and communication,,0,322645,,37385,71497,151881,1909,0,50285,9688,,0,68.9040728833525,,40.0890858259198,54.0360321637168,,38.4073712649288,0,82.4352858802839,57.7941325604789,,0,317544,,34058,70961,147444,1680,0,54068,9333,,0,468252.436319991,,93254.8079602967,132313.564,,4970.40004855312,0,60999.3638804457,16762.9473283676,,0,3207000,,1838000,166000,,13000,0,103000,51000,,0,3163000,,1761000,161000,,11000,0,113000,51000,,0,5852200.23989955,,4387950.07740108,269606.537,,28370.8112364176,0,119588.620664847,87757.0221144212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,329059,88.46,81.78,1466586,87.4575512415286,1452341,1676911.80370438,159901,145274,699923,82.0308241156314,708479,853243.896481379,766663,91.9510232885018,743862,833773.21163088,Information and communication,474071.41,68.965652,53.616196,60.833,60.265945,61.632202,64.121529,62.087685,362190.5,85.4314346313477,0.71773118,2.777277,4.5836921,3.7132852,0.87106323,,,,1.9997275,1.0891846,,14.61633,0.63698345,4.2405648,3.4677095,0.77351087,,,,1.7726442,1.0122004,,13.561587,0.58695191,-0.78475058,2.4770086,4.0279608,3.3155501,0.71306705,,,,1.6319426,0.96450067,,12.908064
J,2003,Information and communication,,0,284921,,31319,69318,124299,1262,0,49519,9204,,0,68.6393166561698,,43.1016161682795,54.666146098292,,42.6673437819896,0,73.5383340210012,59.76150950305,,0,286020,,29130,68519,122824,1136,0,55510,8901,,0,415098.829475875,,72663.1685404158,126802.427,,2957.76556058478,0,67337.6690663923,15401.2173998555,,0,3281000,,1960000,184000,,13000,0,115000,51000,,0,3228000,,1851000,170000,,12000,0,129000,51000,,0,5890521.47626933,,4418985.63289956,276103.08,,26188.4411413086,0,149776.039473449,87757.0221144212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,370995,93.28,86.33,1617650,90.6817088045962,1560135,1783876.83836634,169208,153860,750200,86.4350724205472,711974,867934.715609336,867450,94.0421867447464,848161,922405.177959624,Information and communication,537536.19,74.319679,58.287415,67.111,65.909294,66.14698,67.199638,66.74752,408002.91,86.2849578857422,0.14311941,0.77098328,1.1178672,0.98538661,0.13252372,,,,-0.22115016,0.20374127,,4.1151719,0.17079873,1.2372819,1.0712883,0.1660367,,,,-0.14081536,0.2303308,,4.467032,0.58816135,2.4457145,1.8184301,3.0378754,2.3665569,0.67136168,,,,1.0705128,0.63126087,,9.7725573
J,2004,Information and communication,,0,291722,,48882,23574,156271,1969,0,50796,10230,,0,70.0784959754845,,45.941849139508,59.2859968155468,,44.3101265330894,0,68.1018252161451,61.412379931311,,0,285731,,45860,21737,151432,1896,0,54851,9955,,0,416278.911154219,,106399.722509131,39763.184,,4443.67947929377,0,74588.3092542395,16657.8790977359,,0,3388000,,2062000,176000,,13000,0,124000,60000,,0,3296000,,1970000,162000,,13000,0,134000,57000,,0,5917451.62626752,,4441531.47796538,243090.755,,26188.4411413086,0,174521.645995149,98081.3776572943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information and communication,389299,85.64,80.26,1701088,91.8112362316642,1680160,1852810.25484474,153484,143045,788113,86.3277259215006,789093,912931.496326737,912975,96.3543318777206,891067,947518.375363362,Information and communication,576394.63,77.956284,62.819527,64.279884,66.18441,67.591095,72.197411,68.93161,417708.91,86.9927673339844,1.1602182,0.99587655,3.4156516,2.0357392,1.3798783,,,,4.0335488,1.2595512,,12.334919,1.0637698,3.0099585,1.7477506,1.2621737,,,,3.7457113,1.1713076,,11.127004,0.3814494,-4.1533656,-0.78858387,0.1399025,-0.28960919,0.42947787,,,,1.7094231,0.54703158,,2.5816786
